#ID	x	y
TCGA-S9-A7J2-01	73.041	270.0029
TH40_2202_S02	278.0642	316.3668
TH40_2202_S03	275.7726	317.1293
TCGA-EK-A2RE-01	343.0323	538.736
TH40_2202_S01	282.0291	316.2708
TARGET-20-PANGDN-09	456.4482	64.414
TCGA-F4-6854-01	591.776	486.532
TCGA-AB-2863-03	403.5835	56.285
TH34_1238_S01	549.534	113.164
TCGA-C8-A1HL-01	512.439	273.8484
TCGA-EE-A17X-06	596.438	378.6964
TCGA-IR-A3L7-01	331.579	507.126
TCGA-05-4420-01	517.778	440.7603
TCGA-2G-AAFZ-01	352.9631	381.1326
THR24_1870_S01	644.15	222.007
TCGA-DX-A3U8-01	351.395	322.6827
TCGA-GL-8500-01	274.883	641.866
TCGA-CC-A3MA-01	394.87	204.253
TARGET-10-PAKYEP-03A-01R	595.937	138.664
TCGA-KK-A6E4-01	270.4758	101.063
TCGA-IN-7808-01	526.0	607.28
TCGA-CC-A9FW-01	378.89587	168.696
TCGA-RP-A695-06	591.28	373.20778
TCGA-A4-7828-01	193.165	662.204
TARGET-20-PARXMP-09	477.063	83.146
TCGA-B9-A8YH-01	276.7909	641.781
TCGA-E1-A7YI-01	154.783	244.785
TCGA-PC-A5DM-01	348.8247	318.2544
TCGA-FD-A3SJ-01	283.6789	482.386
THR24_1692_S01	601.053	190.763
TCGA-BR-A4QL-01	545.575	596.466
TCGA-CH-5751-01	292.8868	89.27
TCGA-A2-A3XX-01	448.0984	342.2482
TCGA-DQ-5624-01	354.1506	577.922
TCGA-KK-A7B3-01	287.0737	94.129
TCGA-HG-A2PA-01	336.7372	499.774
TCGA-06-5412-01	196.034	239.326
TH27_1241_S01	298.7687	160.088
THR20_0508_S01	286.4471	168.607
TCGA-FV-A3R3-01	374.14347	172.864
TCGA-BP-4765-01	190.508	562.783
TCGA-24-1426-01	159.278	379.2603
TCGA-CZ-5459-01	195.706	563.354
TCGA-44-6778-01	484.723	444.3598
TCGA-GN-A266-06	585.545	376.5822
THR31_0924_S01	410.8414	285.8958
TCGA-IQ-A61O-01	346.4821	321.2032
TCGA-BH-A18K-01	513.367	274.4339
TCGA-4X-A9FA-01	325.377	233.041
TCGA-DD-AAW0-01	375.41204	171.187
THR08_0205_S01	552.728	111.258
TARGET-50-PAJMSE-01	191.432	463.962
TCGA-AA-3511-01	591.123	488.239
TCGA-Z7-A8R5-01	503.657	291.735
THR29_0724_S01	278.0046	313.1066
TCGA-39-5031-01	429.533	544.912
TCGA-ZG-A8QW-01	292.3451	92.091
TCGA-DU-7302-01	80.358	276.1396
TCGA-DJ-A3UX-01	84.067	445.0015
TARGET-30-PATGLU-01	455.2036	180.458
THR24_1542_S01	530.514	141.264
TCGA-ZN-A9VQ-01	318.9654	307.2125
TCGA-EI-6512-01	591.621	489.256
TCGA-J4-A83K-01	288.7734	92.012
TCGA-DK-A1AA-01	277.6522	487.069
TCGA-2H-A9GF-01	542.638	599.926
TCGA-HZ-7922-01	414.3754	414.8326
THR24_1922_S01	654.014	273.3743
THR14_0298_S01	195.319	237.816
THR24_1922_S02	654.017	272.8245
THR24_2122_S01	602.292	189.692
TCGA-DD-AACA-02	380.8963	149.646
TCGA-BJ-A28S-01	59.046	408.2663
TCGA-D3-A8GD-06	588.512	373.53208
TARGET-30-PASFIC-01	457.6569	181.287
TCGA-13-1485-01	162.407	376.6007
TCGA-QG-A5YX-01	595.114	486.776
TCGA-ZG-A9MC-01	292.9776	92.609
TARGET-10-PARWNW-09A-01R	164.125	120.055
TCGA-BR-8372-01	541.523	597.575
TCGA-HC-7742-01	296.4276	91.406
TCGA-64-1679-01	489.119	451.7447
TCGA-CV-5976-01	350.0944	572.522
TCGA-25-1315-01	157.34	377.0493
TCGA-R6-A8WC-01	544.916	599.027
TCGA-GE-A2C6-01	93.804	458.9016
TCGA-CV-6948-01	419.5857	559.619
THR08_0161_S02	551.734	110.56
TCGA-K7-AAU7-01	377.68594	175.295
THR08_0197_S01	551.011	111.315
TCGA-CJ-6028-01	200.369	565.004
TCGA-24-2297-01	159.308	376.85
TARGET-40-PAMJXS-01A-01R	356.4305	288.6466
TCGA-EL-A3D0-01	85.713	451.9073
TCGA-EM-A22Q-01	67.317	419.3998
TCGA-49-6744-01	493.333	448.0539
TCGA-L5-A4ON-01	542.796	600.396
TCGA-FS-A1ZF-06	592.317	378.6426
TCGA-ZN-A9VU-01	312.1019	295.7875
TCGA-Q3-A5QY-01	410.3218	413.2781
THR24_2145_S01	271.1748	285.6163
TCGA-AJ-A3BI-01	284.7639	398.7491
TCGA-W2-A7UY-01	244.729	174.738
TARGET-30-PAPTFZ-01	469.659	180.104
TCGA-E3-A3E2-01	90.479	452.8158
TCGA-FB-A545-01	409.3633	417.3336
TCGA-G4-6320-01	596.052	485.941
TCGA-EB-A41A-01	597.492	378.8836
THR29_0732_S01	279.7278	312.6459
TCGA-55-6982-01	489.902	448.9185
TARGET-10-PATLPN-03A-01R	162.97	123.472
TCGA-CD-8528-01	539.475	599.251
THR24_2071_S01	270.7367	180.191
TARGET-20-PARDZW-09A-01R	459.8279	69.679
TCGA-CM-6164-01	592.829	485.121
TCGA-C5-A1ME-01	364.56988	464.412
TCGA-09-0369-01	158.173	379.5773
TCGA-E2-A2P6-01	511.165	283.7253
TARGET-50-PAJMIZ-01	193.048	465.094
THR22_0604_S01	410.3073	274.0376
TCGA-EL-A4JZ-01	94.347	458.1275
TCGA-M7-A722-01	266.13	102.356
THR24_1660_S01	651.026	213.246
TCGA-CV-A6K0-01	347.5022	576.264
TCGA-13-1512-01	160.484	381.1284
TCGA-BH-A1EN-01	510.322	268.3071
TARGET-50-PAJLTI-01	193.649	461.9442
TCGA-AO-A1KT-01	513.511	272.7462
TCGA-D3-A3CE-06	588.765	375.3766
TARGET-10-PASNTZ-09A-01R	174.884	115.888
TCGA-12-5299-01	192.253	240.591
TARGET-50-PAJPAR-01	192.482	460.7814
TCGA-29-1761-01	160.859	382.6116
TCGA-BJ-A0ZJ-01	86.542	445.9051
TCGA-P5-A5EX-01	132.387	238.888
TCGA-J8-A3O2-06	86.065	451.7003
THR19_0447_S01	146.544	276.0335
TCGA-DJ-A4V2-01	93.359	461.9195
TCGA-HT-8563-01	132.066	237.189
TCGA-J8-A3O2-01	87.738	451.5369
TCGA-E9-A3HO-01	509.456	279.5644
TCGA-A6-A567-01	592.969	487.165
TCGA-CD-A486-01	559.511	593.074
TCGA-D3-A3ML-06	593.918	377.7442
